review_id,listing_id,review_date,rating,review_text
576,111,01 February 2026,4,Really happy with this purchase.
577,146,2026-02-11,4,"Works great, exactly as described."
578,81,21 January 2026,3,Customer service was unhelpful.
579,41,2026-01-31,4,Good value for the price.
580,139,2026-02-15,4,Good value for the price.
581,57,2026.01.07,4,"Works great, exactly as described."
582,108,2026.01.07,4,"Solid build quality, would buy again."
583,8,16 February 2026,4,"Solid build quality, would buy again."
584,8,02/16/2026,5,"Solid build quality, would buy again."
585,86,2026-01-17,3,Customer service was unhelpful.
586,64,2026.03.18,3,Doesn't match the description.
587,62,2026-02-07,4,Really happy with this purchase.
588,5,21 February 2026,3,Not worth the price.
589,57,2026.03.07,3,Customer service was unhelpful.
590,46,12 January 2026,2,"Arrived damaged, disappointed."
591,140,05 February 2026,3,Not worth the price.
592,149,2026.02.10,3,Broke after two weeks.
593,140,2026-01-10,3,Doesn't match the description.
594,104,2026-03-15,5,"Solid build quality, would buy again."
595,113,2026-01-07,2,Not worth the price.
